type,region,thread,data
bbv,0,0,1,1,26,26,26,3407872,26,26,25,25,1678553,1678552,1318739,100,100,74,57
csv,0,0,36,80,388075695,388075729,388076420,394041290,394041344,394041410,388075638,388075652,399999937,399999881,400000002,388076309,388076407,388076290,388076359
bb_id,0,0,23,24,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,0,1,1,1,26,26,26,3407872,26,26,25,25,1690332,1690331,1326655,390,390,364,83
csv,0,1,807,844,386577945,386577992,386580077,392365969,392366016,392366072,386577847,386577855,400000044,399999979,399999909,386579911,386580024,386579889,386579991
bb_id,0,1,23,24,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,0,2,1,1,26,26,26,3407872,26,26,25,25,1688038,1688037,1326511,416,416,390,83
csv,0,2,72,76,386840825,386840853,386843010,392732403,392732445,392732476,386840767,386840792,399999951,399999886,400000025,386842910,386842961,386842897,386842952
bb_id,0,2,23,24,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,0,3,1,1,26,26,26,3407872,26,26,25,25,1689623,1689623,1325504,416,416,390,109
csv,0,3,771,840,386688832,386688881,386690921,392454862,392454932,392454960,386688702,386688764,399999923,400000030,399999974,386690840,386690900,386690784,386690857
bb_id,0,3,23,24,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,1,0,26,26,26,3407872,26,26,26,26,1680140,1680141,1319003,150,150,124,83
csv,1,0,391495099,391495133,391496047,397572179,397572233,397572290,391495031,391495045,399999875,400000006,399999958,391495925,391496023,391495906,391495975
bb_id,1,0,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,1,1,26,26,26,3407872,26,26,26,26,1688073,1688073,1325575,390,390,364,109
csv,1,1,388908898,388908947,388910898,394749618,394749626,394749649,388908844,388908877,399999987,399999968,400000043,388910806,388910885,388910765,388910823
bb_id,1,1,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,1,2,26,26,26,3407872,26,26,26,26,1686873,1686873,1324581,416,416,390,109
csv,1,2,389314622,389314686,389316753,395277433,395277498,395277531,389314562,389314598,400000001,399999963,399999935,389316644,389316704,389316578,389316695
bb_id,1,2,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,1,3,26,26,26,3407872,26,26,26,26,1691628,1691627,1328048,416,416,390,135
csv,1,3,388524620,388524668,388527084,394377871,394377885,394377930,388524522,388524558,400000020,399999973,399999767,388527016,388527068,388526966,388527027
bb_id,1,3,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,2,0,26,26,26,3383376,25,25,26,26,1687579,1687579,1324639,170,170,144,91
csv,2,0,395015938,395015950,395016784,400000011,385678350,385678365,395015881,395015895,395015729,395015845,395015796,395016695,395016738,395016654,395016712
bb_id,2,0,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,2,1,26,26,26,3407872,26,26,26,26,1688612,1688613,1327929,390,390,364,117
csv,2,1,391117533,391117545,391119466,397028172,397028189,397028235,391117454,391117512,399999895,400000021,399999966,391119326,391119434,391119288,391119391
bb_id,2,1,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,2,2,26,26,26,3407872,26,26,26,26,1686659,1686659,1324248,416,416,390,117
csv,2,2,391823628,391823674,391825914,397826811,397826849,397826922,391823579,391823596,399999920,399999867,400000000,391825791,391825876,391825778,391825867
bb_id,2,2,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,2,3,26,26,26,3407872,26,26,26,26,1690296,1690297,1326767,416,416,390,143
csv,2,3,390490558,390490573,390493092,396429415,396429451,396429507,390490507,390490543,399999881,400000016,399999943,390492981,390493071,390492922,390492992
bb_id,2,3,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,3,0,26,26,26,3328174,26,26,26,26,1703936,1703936,1338207,182,182,156,101
csv,3,0,398755228,398755254,398756160,400000001,389539336,389539374,398755143,398755207,398755004,398755104,398755083,398756078,398756124,398756059,398756109
bb_id,3,0,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,3,1,26,26,26,3407872,26,26,26,26,1688456,1688455,1325264,390,390,364,127
csv,3,1,393271392,393271404,393273763,399260740,399260757,399260814,393271303,393271343,400000026,399999934,399999824,393273618,393273731,393273599,393273677
bb_id,3,1,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,3,2,26,26,26,3393111,25,25,26,26,1688638,1688639,1326483,416,416,390,127
csv,3,2,394584773,394584833,394586903,400000012,385221938,385221992,394584666,394584725,394584622,394584641,394584449,394586783,394586856,394586753,394586794
bb_id,3,2,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,3,3,26,26,26,3407872,26,26,26,26,1692735,1692735,1330037,416,416,390,153
csv,3,3,392026480,392026495,392028931,398065984,398065998,398066044,392026360,392026414,399999929,400000031,399999957,392028798,392028882,392028785,392028818
bb_id,3,3,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,4,0,25,25,25,3380994,26,26,25,25,1677224,1677223,1317489,176,176,151,117
csv,4,0,388216173,388216179,388217225,394591803,394591820,394591889,388216048,388216116,400000001,399999976,399999926,388217147,388217199,388217083,388217167
bb_id,4,0,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,4,1,26,26,26,3388249,25,25,26,26,1698671,1698672,1334544,390,390,364,145
csv,4,1,394867100,394867158,394869059,400000023,385512619,385512634,394867038,394867062,394866856,394866978,394866918,394869004,394869046,394868959,394869031
bb_id,4,1,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,4,2,26,26,26,3349866,26,26,26,26,1703936,1703936,1338173,416,416,390,145
csv,4,2,397265401,397265451,397267664,400000012,388023658,388023673,397265321,397265346,397265138,397265277,397265206,397267578,397267635,397267543,397267617
bb_id,4,2,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,4,3,26,26,26,3407872,26,26,26,26,1696650,1696650,1332334,416,416,390,171
csv,4,3,393015742,393015782,393017800,399058192,399058206,399058218,393015676,393015684,399999903,400000028,399999960,393017657,393017754,393017624,393017711
bb_id,4,3,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,5,0,26,26,26,3407872,26,26,26,26,1667678,1667678,1309399,208,208,182,86
csv,5,0,393454835,393454901,393455999,399637247,399637295,399637329,393454747,393454774,400000009,399999984,399999776,393455953,393455992,393455876,393455964
bb_id,5,0,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,5,1,26,26,26,3374430,26,26,26,26,1703936,1703936,1338256,390,390,364,115
csv,5,1,396460970,396461007,396463182,400000020,387071415,387071437,396460885,396460922,396460710,396460819,396460780,396463063,396463169,396462985,396463118
bb_id,5,1,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
bbv,5,2,26,26,26,3350100,26,26,26,26,1703936,1703936,1338828,416,416,390,115
csv,5,2,399973438,399973495,399975867,400000042,390826068,390826130,399973384,399973414,399973245,399973358,399973331,399975709,399975824,399975679,399975771
bb_id,5,2,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64
